Genome assembly,Cell type class,Cell type,Number of experiments,Experimental IDs included
mm9,Blood,MLL-AF10 leukemic cell,18,"SRX671749,SRX671750,SRX671751,SRX671752,SRX671753,SRX671754,SRX671755,SRX671756,SRX671757,SRX671758,SRX671759,SRX671760,SRX671761,SRX671762,SRX671763,SRX671764,SRX671765,SRX671766"
mm9,Blood,MLL-AF9 leukemic cell,133,"DRX001178,DRX001179,DRX001180,DRX001181,SRX061976,SRX061979,SRX061982,SRX061985,SRX099358,SRX110650,SRX1114540,SRX1114541,SRX1114542,SRX1114543,SRX1114544,SRX1114545,SRX1114546,SRX1114547,SRX115549,SRX115550,SRX115551,SRX115552,SRX1403500,SRX1403501,SRX1403502,SRX1403503,SRX1403504,SRX1403505,SRX1403506,SRX1403507,SRX1403508,SRX1597806,SRX1597807,SRX1597808,SRX1597809,SRX1597810,SRX1597811,SRX1597812,SRX1597813,SRX1755827,SRX1755828,SRX1755829,SRX1755830,SRX1755831,SRX1755832,SRX1755833,SRX1755834,SRX1755835,SRX1755836,SRX1755837,SRX1755838,SRX2007944,SRX2007945,SRX2007946,SRX376583,SRX376584,SRX376585,SRX376586,SRX376587,SRX376588,SRX475268,SRX475269,SRX475270,SRX475271,SRX475272,SRX475273,SRX475274,SRX475275,SRX475276,SRX692059,SRX692060,SRX692061,SRX692062,SRX692063,SRX692064,SRX692065,SRX692066,SRX692067,SRX692068,SRX692069,SRX692070,SRX692071,SRX692072,SRX692073,SRX692074,SRX692075,SRX692076,SRX692077,SRX692078,SRX692079,SRX692080,SRX692081,SRX692082,SRX734384,SRX734385,SRX734386,SRX734387,SRX734388,SRX734389,SRX734390,SRX734391,SRX734392,SRX734393,SRX734394,SRX884067,SRX884068,SRX884069,SRX884070,SRX884071,SRX884072,SRX884073,SRX884074,SRX884075,SRX884076,SRX884077,SRX884078,SRX884079,SRX884080,SRX884081,SRX884082,SRX884083,SRX884084,SRX884085,SRX884086,SRX884087,SRX884088,SRX884089,SRX884090,SRX884091,SRX884092,SRX884093,SRX884094,SRX884095"
mm9,Blood,Macrophages,1273,"DRX036572,DRX036573,DRX036574,DRX036575,DRX036576,DRX036577,ERX391298,ERX391299,ERX391300,ERX391301,ERX391302,ERX391303,ERX391304,ERX391305,ERX391306,ERX391307,ERX594776,ERX594777,ERX594778,ERX594779,ERX594780,ERX594781,ERX594782,ERX594783,ERX657516,ERX657517,ERX657518,ERX657519,ERX657520,ERX657521,ERX657522,ERX657523,ERX657524,ERX657525,ERX657526,ERX657527,ERX657528,ERX657529,ERX657530,ERX657531,ERX711386,ERX711387,ERX711388,ERX711390,ERX711392,ERX711393,ERX711394,ERX711395,ERX983712,ERX983713,ERX983714,ERX983715,SRX012918,SRX012919,SRX012920,SRX012921,SRX012922,SRX012923,SRX012924,SRX012925,SRX016344,SRX016345,SRX016346,SRX016347,SRX017734,SRX017735,SRX017736,SRX019134,SRX019136,SRX019137,SRX019138,SRX019772,SRX019780,SRX019781,SRX019782,SRX019783,SRX020959,SRX020960,SRX020963,SRX020964,SRX020966,SRX020967,SRX020968,SRX020969,SRX020971,SRX020972,SRX020973,SRX020974,SRX020977,SRX020978,SRX020981,SRX020982,SRX020983,SRX020984,SRX020985,SRX020986,SRX020989,SRX020990,SRX020991,SRX020992,SRX020995,SRX020996,SRX020999,SRX021000,SRX021001,SRX021002,SRX021005,SRX021006,SRX026506,SRX026507,SRX026508,SRX026509,SRX026510,SRX026511,SRX028842,SRX028843,SRX028844,SRX028845,SRX028846,SRX028847,SRX028848,SRX028849,SRX028850,SRX028851,SRX028852,SRX028853,SRX028854,SRX028855,SRX028856,SRX028857,SRX028858,SRX028859,SRX028860,SRX028861,SRX028862,SRX028863,SRX028864,SRX028865,SRX028979,SRX028980,SRX028981,SRX028982,SRX028983,SRX037911,SRX040544,SRX040545,SRX040546,SRX040547,SRX085350,SRX085351,SRX085352,SRX085353,SRX092402,SRX092403,SRX092404,SRX092405,SRX096385,SRX096386,SRX096387,SRX096388,SRX096389,SRX105109,SRX105110,SRX105111,SRX105112,SRX105113,SRX105114,SRX105115,SRX1072347,SRX1072348,SRX1072349,SRX109329,SRX109330,SRX109331,SRX109332,SRX109333,SRX109334,SRX109335,SRX109336,SRX109337,SRX109338,SRX109339,SRX109340,SRX112905,SRX113296,SRX113297,SRX1225524,SRX1225525,SRX1225526,SRX1225527,SRX1225528,SRX1225529,SRX1225530,SRX1225531,SRX1225532,SRX1225533,SRX1225534,SRX1225535,SRX1225536,SRX1225537,SRX1225538,SRX1225539,SRX1225540,SRX1225541,SRX1225542,SRX1225543,SRX1225544,SRX1225545,SRX1225546,SRX1225547,SRX1225548,SRX1225549,SRX1225550,SRX1225551,SRX1225552,SRX1225553,SRX1225554,SRX1225555,SRX1225556,SRX1225557,SRX1225558,SRX1225559,SRX125261,SRX125262,SRX125263,SRX1295675,SRX1295676,SRX1295677,SRX1295678,SRX1295679,SRX1295680,SRX1295681,SRX1295682,SRX1357149,SRX1357150,SRX1357151,SRX1357152,SRX1357153,SRX1357154,SRX1357155,SRX1357156,SRX1357157,SRX1357158,SRX1357159,SRX1357160,SRX143812,SRX143818,SRX143829,SRX1438291,SRX1438292,SRX1438293,SRX1438294,SRX1438295,SRX1438296,SRX1438297,SRX1438298,SRX1438299,SRX1438300,SRX1438301,SRX1438302,SRX145327,SRX145328,SRX1465571,SRX1465572,SRX1465573,SRX1465574,SRX1465575,SRX1465576,SRX1465577,SRX1465578,SRX1465579,SRX1465580,SRX1465581,SRX1465582,SRX1465583,SRX1465584,SRX1465585,SRX1465586,SRX1465587,SRX1465588,SRX1465589,SRX147560,SRX147561,SRX150840,SRX150841,SRX150842,SRX150843,SRX150844,SRX150845,SRX150846,SRX150847,SRX150848,SRX150849,SRX150850,SRX150851,SRX150852,SRX150853,SRX150854,SRX150855,SRX150856,SRX150857,SRX150858,SRX150859,SRX150860,SRX150861,SRX150862,SRX150863,SRX150864,SRX150865,SRX150866,SRX150867,SRX150868,SRX150869,SRX150870,SRX150871,SRX150872,SRX150873,SRX150874,SRX150875,SRX150876,SRX150877,SRX150878,SRX150879,SRX150880,SRX150881,SRX150882,SRX150883,SRX150884,SRX150885,SRX150886,SRX1550525,SRX1550526,SRX1550527,SRX1550528,SRX1583880,SRX1583881,SRX1583882,SRX1583883,SRX1583884,SRX1583885,SRX1583886,SRX1583887,SRX1583888,SRX1583889,SRX1583890,SRX1583891,SRX1583892,SRX1583893,SRX1583894,SRX1583895,SRX1583896,SRX1594787,SRX1594788,SRX1594789,SRX1650050,SRX1650051,SRX1650052,SRX1650053,SRX1650054,SRX1650055,SRX1650056,SRX1650057,SRX1650058,SRX1650059,SRX1650060,SRX1650061,SRX1650062,SRX1650063,SRX1650064,SRX1650065,SRX1650066,SRX1650067,SRX1650068,SRX1650069,SRX1650070,SRX1650071,SRX1650072,SRX1650073,SRX1650074,SRX1650075,SRX1650076,SRX1650077,SRX1650078,SRX1650079,SRX1650080,SRX1650081,SRX1650082,SRX1650083,SRX1650084,SRX1650085,SRX1650086,SRX1650087,SRX1650088,SRX1650089,SRX1650090,SRX1650091,SRX1650092,SRX1650093,SRX1650094,SRX1650095,SRX1650096,SRX1650097,SRX1650098,SRX1650134,SRX1650135,SRX1650136,SRX1650137,SRX1650138,SRX1650139,SRX1650140,SRX1650141,SRX1650142,SRX1650143,SRX1650144,SRX1650145,SRX1650146,SRX1650147,SRX1650148,SRX1650149,SRX1716763,SRX1716764,SRX1716765,SRX1716766,SRX1716767,SRX1716768,SRX1716769,SRX1716770,SRX1716771,SRX1716772,SRX1716773,SRX1716774,SRX1716775,SRX1716776,SRX1716777,SRX1716778,SRX1716779,SRX1716780,SRX1716781,SRX1716782,SRX1716783,SRX1716784,SRX1716785,SRX1716786,SRX1716787,SRX1716788,SRX1716789,SRX1716790,SRX1716791,SRX1716792,SRX1716793,SRX1716794,SRX1716795,SRX1716796,SRX1716797,SRX1716798,SRX1716808,SRX1716812,SRX1716813,SRX1716814,SRX1716815,SRX185704,SRX185705,SRX185706,SRX185707,SRX185786,SRX185787,SRX185795,SRX185884,SRX1873507,SRX1873508,SRX1873509,SRX1873510,SRX1958813,SRX1958814,SRX1958815,SRX1958816,SRX1958817,SRX1958823,SRX1958824,SRX1958825,SRX1958826,SRX1958827,SRX1958828,SRX1958829,SRX197227,SRX197228,SRX197229,SRX197230,SRX197231,SRX197232,SRX197233,SRX197234,SRX197235,SRX197236,SRX197237,SRX197238,SRX197239,SRX197240,SRX197241,SRX197242,SRX197243,SRX197244,SRX197245,SRX197246,SRX197247,SRX197248,SRX197249,SRX197250,SRX197251,SRX197252,SRX197253,SRX197254,SRX197255,SRX197256,SRX197257,SRX197258,SRX197259,SRX197260,SRX197261,SRX197262,SRX197263,SRX197264,SRX197265,SRX197266,SRX197267,SRX197268,SRX197269,SRX197270,SRX197271,SRX197272,SRX197273,SRX197274,SRX197275,SRX197276,SRX197277,SRX197278,SRX197279,SRX197280,SRX197281,SRX197282,SRX197283,SRX197284,SRX197285,SRX197286,SRX197287,SRX197288,SRX197289,SRX197290,SRX197291,SRX197292,SRX197293,SRX197294,SRX2161489,SRX2161490,SRX2161491,SRX2161492,SRX218750,SRX218751,SRX218752,SRX218753,SRX218754,SRX218755,SRX218756,SRX218757,SRX218766,SRX2196769,SRX2196770,SRX2196771,SRX2196772,SRX2196773,SRX2196774,SRX2196775,SRX2196776,SRX2242845,SRX2242846,SRX2242847,SRX2242848,SRX2242849,SRX2242850,SRX2242852,SRX2242853,SRX2242854,SRX2242855,SRX2242856,SRX2242857,SRX2242858,SRX2417351,SRX2417352,SRX2417353,SRX2417354,SRX2417355,SRX2417356,SRX2417357,SRX2417358,SRX2417359,SRX2417360,SRX2417361,SRX2417362,SRX2417363,SRX2417364,SRX2417365,SRX2417366,SRX2417367,SRX2417368,SRX2417369,SRX2417370,SRX2417371,SRX2417372,SRX2417373,SRX2436535,SRX2613940,SRX2613941,SRX2613942,SRX2613943,SRX2613944,SRX2613945,SRX2613946,SRX2613947,SRX2613948,SRX2613949,SRX2613950,SRX2613951,SRX2613952,SRX2613953,SRX2613954,SRX2613955,SRX2613956,SRX2613957,SRX2613958,SRX2613959,SRX2613960,SRX2613961,SRX2613962,SRX2613963,SRX2613964,SRX2613965,SRX2613966,SRX2613967,SRX2613968,SRX264588,SRX264589,SRX272790,SRX272791,SRX272792,SRX272793,SRX272794,SRX272795,SRX272796,SRX272797,SRX272798,SRX272799,SRX272800,SRX272801,SRX272802,SRX272803,SRX272804,SRX272805,SRX272806,SRX272807,SRX272808,SRX272809,SRX272810,SRX272811,SRX272812,SRX272813,SRX272814,SRX272815,SRX272816,SRX272817,SRX272818,SRX272829,SRX2843792,SRX2901270,SRX2901271,SRX2901272,SRX2901273,SRX2901274,SRX2901275,SRX2901276,SRX2901277,SRX2901278,SRX2901279,SRX2901280,SRX2901281,SRX2901282,SRX2901283,SRX2901284,SRX2901285,SRX2901286,SRX2901287,SRX2901288,SRX2901289,SRX2901290,SRX2901291,SRX2901292,SRX2901293,SRX2901294,SRX2901295,SRX2901296,SRX2901297,SRX2901298,SRX2901299,SRX2901300,SRX2901301,SRX2901302,SRX2901303,SRX2901304,SRX2901305,SRX2901306,SRX2901307,SRX2901308,SRX2901309,SRX2901310,SRX2901311,SRX2901312,SRX2901313,SRX2901314,SRX2901315,SRX2901316,SRX2901317,SRX2901318,SRX2901319,SRX2901320,SRX2901321,SRX2901322,SRX2901323,SRX2901324,SRX2901325,SRX2901326,SRX2901327,SRX2991441,SRX2991442,SRX2991443,SRX2991444,SRX2991445,SRX2991446,SRX2991447,SRX2991448,SRX2991449,SRX2991450,SRX2991451,SRX2991452,SRX2991453,SRX2991454,SRX2991455,SRX3097606,SRX3097617,SRX3097618,SRX3097619,SRX3097620,SRX3097621,SRX3097622,SRX3097623,SRX3097624,SRX3097625,SRX3097626,SRX3097627,SRX3097628,SRX3097629,SRX3097630,SRX3097631,SRX3097632,SRX3097633,SRX3097634,SRX3097635,SRX3097636,SRX3097637,SRX3097638,SRX3097639,SRX3097640,SRX3097642,SRX3097648,SRX3097649,SRX3097650,SRX3097652,SRX3097654,SRX3097655,SRX3097656,SRX3097657,SRX3097658,SRX3097659,SRX3097660,SRX3097661,SRX319846,SRX319847,SRX319848,SRX319849,SRX319850,SRX319851,SRX319852,SRX319853,SRX319854,SRX319855,SRX319856,SRX319857,SRX319858,SRX319859,SRX319860,SRX319861,SRX319862,SRX3198622,SRX3198623,SRX3198624,SRX3198625,SRX3198626,SRX3198627,SRX3198628,SRX3198629,SRX319863,SRX319864,SRX319865,SRX319866,SRX319867,SRX319868,SRX319869,SRX319870,SRX319871,SRX319872,SRX319873,SRX319874,SRX319875,SRX319876,SRX319877,SRX319878,SRX319879,SRX319880,SRX319881,SRX319882,SRX319883,SRX319884,SRX319885,SRX319886,SRX319887,SRX319888,SRX319889,SRX319890,SRX319891,SRX319892,SRX319893,SRX319894,SRX319895,SRX319896,SRX319897,SRX319898,SRX319899,SRX319900,SRX319901,SRX319902,SRX319903,SRX319904,SRX319905,SRX319906,SRX319907,SRX319908,SRX319909,SRX319910,SRX319911,SRX319912,SRX319913,SRX319914,SRX319915,SRX319916,SRX319917,SRX319918,SRX319919,SRX319920,SRX319921,SRX319922,SRX319923,SRX319924,SRX319925,SRX319926,SRX319927,SRX319928,SRX319929,SRX319930,SRX319931,SRX319932,SRX319933,SRX319934,SRX319935,SRX319936,SRX319937,SRX319938,SRX319939,SRX319940,SRX319941,SRX319942,SRX319943,SRX319944,SRX319945,SRX319946,SRX319947,SRX3354410,SRX3354411,SRX3354412,SRX3354413,SRX3354414,SRX3354415,SRX3354416,SRX3354417,SRX3354418,SRX3354420,SRX3354422,SRX3354423,SRX3354424,SRX3354425,SRX3354426,SRX3354427,SRX3354428,SRX3354429,SRX3354431,SRX3354436,SRX3354437,SRX3354438,SRX3354439,SRX3354440,SRX3354441,SRX3354442,SRX3354443,SRX3354444,SRX3354445,SRX3354446,SRX3354453,SRX3354454,SRX3354455,SRX3354456,SRX3354457,SRX3354460,SRX3354461,SRX3354465,SRX3354466,SRX3354467,SRX3354468,SRX3354469,SRX3354470,SRX3354471,SRX3354472,SRX3354473,SRX3354474,SRX3354475,SRX3354476,SRX3354477,SRX3354478,SRX3354479,SRX3354480,SRX3354481,SRX3354482,SRX3354483,SRX3354484,SRX3354485,SRX3354486,SRX3354487,SRX3354488,SRX3354489,SRX3354490,SRX3354491,SRX344359,SRX348401,SRX348402,SRX348403,SRX348404,SRX348405,SRX348406,SRX352252,SRX352253,SRX352254,SRX352255,SRX352256,SRX352257,SRX352258,SRX352259,SRX352260,SRX352261,SRX352262,SRX352263,SRX352264,SRX352265,SRX352267,SRX450310,SRX450311,SRX450312,SRX450313,SRX450314,SRX450315,SRX450316,SRX450317,SRX450318,SRX450319,SRX450320,SRX450321,SRX450322,SRX450323,SRX450324,SRX450325,SRX450326,SRX450327,SRX450328,SRX450329,SRX450330,SRX450331,SRX450332,SRX475801,SRX475802,SRX475803,SRX475804,SRX475805,SRX475806,SRX498816,SRX498817,SRX498818,SRX498819,SRX498820,SRX498821,SRX498822,SRX498823,SRX498824,SRX498825,SRX498826,SRX498827,SRX498828,SRX498829,SRX498830,SRX498831,SRX498832,SRX498833,SRX498834,SRX498835,SRX498836,SRX498837,SRX498838,SRX498839,SRX498840,SRX498841,SRX498842,SRX498843,SRX498844,SRX498845,SRX498846,SRX658384,SRX658400,SRX658416,SRX658432,SRX661495,SRX661496,SRX661497,SRX716927,SRX716928,SRX716929,SRX716930,SRX716931,SRX716932,SRX716933,SRX716934,SRX727200,SRX727201,SRX727202,SRX727203,SRX727204,SRX727205,SRX746971,SRX746972,SRX746973,SRX746974,SRX746975,SRX746976,SRX746977,SRX746978,SRX746979,SRX746980,SRX746981,SRX746982,SRX746983,SRX746984,SRX746985,SRX746986,SRX746987,SRX746994,SRX746995,SRX746996,SRX746997,SRX746998,SRX746999,SRX747017,SRX747018,SRX747019,SRX747020,SRX747021,SRX747022,SRX747023,SRX747024,SRX747041,SRX747042,SRX747043,SRX747044,SRX747045,SRX747046,SRX747047,SRX747048,SRX747049,SRX747050,SRX747051,SRX747052,SRX747053,SRX747054,SRX747055,SRX747056,SRX760554,SRX760555,SRX760556,SRX760557,SRX760558,SRX760559,SRX760560,SRX760561,SRX760562,SRX760563,SRX760564,SRX760565,SRX760566,SRX760567,SRX760568,SRX760569,SRX760570,SRX760571,SRX760572,SRX760573,SRX760574,SRX760585,SRX760586,SRX760587,SRX760588,SRX760589,SRX760591,SRX760592,SRX760593,SRX760594,SRX760595,SRX760596,SRX760597,SRX760601,SRX760602,SRX760603,SRX760604,SRX760605,SRX760606,SRX760607,SRX760608,SRX760609,SRX760610,SRX760611,SRX760612,SRX769793,SRX769794,SRX769795,SRX793439,SRX793440,SRX793441,SRX793442,SRX793443,SRX793444,SRX793445,SRX793446,SRX793447,SRX793448,SRX793449,SRX793450,SRX793451,SRX793452,SRX793453,SRX793454,SRX793455,SRX793456,SRX793457,SRX793458,SRX793459,SRX793460,SRX793461,SRX793462,SRX793463,SRX793464,SRX793465,SRX793466,SRX793467,SRX793468,SRX793469,SRX793470,SRX801898,SRX801899,SRX801900,SRX801901,SRX801904,SRX805962,SRX805963,SRX805964,SRX805965,SRX805966,SRX805967,SRX805968,SRX805969,SRX805970,SRX805971,SRX805972,SRX805973,SRX805974,SRX805975,SRX805976,SRX805977,SRX805978,SRX805979,SRX805980,SRX805981,SRX805982,SRX805983,SRX836255,SRX836256,SRX836257,SRX836258,SRX897073,SRX897074,SRX951927,SRX951928,SRX951929,SRX951930,SRX951931,SRX951932,SRX951933,SRX951934,SRX951935,SRX951936,SRX951937,SRX957612,SRX957613,SRX957614,SRX957615,SRX957616,SRX957617,SRX957618,SRX957619,SRX957620,SRX957621,SRX957622,SRX957623,SRX957624,SRX957625,SRX957626,SRX957627,SRX957628,SRX957629,SRX957630,SRX957631,SRX957632,SRX957633,SRX957634,SRX957635,SRX970832,SRX970833,SRX970834,SRX970835,SRX970836,SRX970837,SRX970838,SRX970839,SRX970840,SRX970841,SRX970842,SRX970843,SRX970844,SRX970845,SRX970846,SRX970847,SRX970848,SRX970849"
mm9,Blood,Mast Cells,36,"SRX1625709,SRX206424,SRX206425,SRX2564790,SRX2564792,SRX2564794,SRX2564795,SRX2564796,SRX2564797,SRX2564798,SRX2564799,SRX2564800,SRX2564801,SRX2564802,SRX2564803,SRX2564804,SRX2564805,SRX2564806,SRX2564807,SRX2564808,SRX2564809,SRX2564810,SRX2564811,SRX310198,SRX310199,SRX310200,SRX310201,SRX310202,SRX310203,SRX310204,SRX310205,SRX310206,SRX310207,SRX310208,SRX310209,SRX472604"
mm9,Blood,Megakaryocytes,18,"SRX203205,SRX203206,SRX203207,SRX203208,SRX203220,SRX203221,SRX203227,SRX203228,SRX203229,SRX204382,SRX204383,SRX253097,SRX253098,SRX253099,SRX658379,SRX658395,SRX658411,SRX658427"
mm9,Blood,Monocytes,10,"SRX658383,SRX658399,SRX658415,SRX658431,SRX760575,SRX760576,SRX760577,SRX760578,SRX760579,SRX801902"
mm9,Blood,Myeloid Cells,23,"SRX019774,SRX021611,SRX021612,SRX021613,SRX021614,SRX021615,SRX021616,SRX021617,SRX084828,SRX084835,SRX084836,SRX093160,SRX093161,SRX203202,SRX203204,SRX658377,SRX658393,SRX658409,SRX658425,SRX742695,SRX742696,SRX742697,SRX742698"
mm9,Blood,Myeloid Progenitor Cells,2,"SRX1738746,SRX1738747"
mm9,Blood,Natural Killer T-Cells,66,"SRX1410018,SRX1410019,SRX1410020,SRX1410021,SRX1410022,SRX1410023,SRX1410024,SRX1410025,SRX1410026,SRX1410027,SRX1410028,SRX1565831,SRX1565832,SRX1565833,SRX1565834,SRX1565835,SRX1565836,SRX1565837,SRX1793138,SRX1793140,SRX1924752,SRX1924753,SRX1924754,SRX1924755,SRX1924756,SRX1924757,SRX1924758,SRX2438807,SRX2438808,SRX2438809,SRX2438810,SRX2438811,SRX2438812,SRX2789669,SRX2789670,SRX2975354,SRX2975355,SRX2975356,SRX2975357,SRX2975358,SRX2975359,SRX2975360,SRX2975361,SRX338019,SRX338020,SRX338021,SRX338022,SRX338023,SRX338029,SRX338030,SRX338031,SRX338032,SRX338033,SRX485445,SRX485446,SRX485447,SRX485448,SRX485449,SRX485450,SRX485451,SRX485452,SRX485453,SRX658388,SRX658404,SRX658418,SRX658436"
mm9,Blood,Neutrophils,6,"SRX760580,SRX760581,SRX760582,SRX760583,SRX760584,SRX801903"
mm9,Blood,P5424,13,"SRX1337734,SRX1337735,SRX1337736,SRX1337737,SRX1337738,SRX763059,SRX763060,SRX763061,SRX763062,SRX763063,SRX763064,SRX763065,SRX763066"
mm9,Blood,P6D4,5,"SRX543047,SRX543048,SRX543049,SRX543050,SRX543051"
mm9,Blood,PUER,3,"SRX019775,SRX019776,SRX019777"
mm9,Blood,Plasmablasts,14,"SRX1131938,SRX1131939,SRX1131940,SRX1131942,SRX1131943,SRX1131947,SRX1131948,SRX1131949,SRX1131950,SRX1131952,SRX1131954,SRX1131956,SRX245510,SRX245511"
mm9,Blood,Plasmacytoma,20,"SRX317622,SRX317623,SRX317624,SRX317625,SRX317626,SRX317627,SRX317628,SRX317629,SRX317630,SRX317631,SRX317632,SRX317639,SRX317640,SRX317641,SRX317642,SRX317643,SRX317644,SRX317645,SRX317646,SRX317647"
mm9,Blood,Pre-B ALL,10,"SRX1836573,SRX1836574,SRX1836575,SRX1836576,SRX1836577,SRX1836578,SRX1836579,SRX1836580,SRX1836581,SRX1836582"
mm9,Blood,Pro-B cells,288,"SRX021872,SRX021878,SRX021879,SRX021880,SRX021886,SRX021887,SRX021888,SRX021889,SRX021890,SRX026100,SRX041879,SRX041881,SRX1038471,SRX1038472,SRX1038473,SRX1038474,SRX1038475,SRX1038476,SRX1038477,SRX1038478,SRX1143898,SRX1143899,SRX1143900,SRX1143901,SRX1143902,SRX1143903,SRX1143904,SRX1143905,SRX1143906,SRX1143907,SRX1143908,SRX1143909,SRX1143910,SRX1143911,SRX1143912,SRX1143913,SRX1143914,SRX1143915,SRX1143916,SRX1143917,SRX1143918,SRX117689,SRX117690,SRX117691,SRX1184113,SRX1184114,SRX1184115,SRX120204,SRX120205,SRX120217,SRX120218,SRX120219,SRX120220,SRX120221,SRX120222,SRX120223,SRX120224,SRX1293653,SRX1293654,SRX1293655,SRX1293656,SRX1293661,SRX1293662,SRX1293663,SRX1293664,SRX1293669,SRX1293670,SRX1426206,SRX1426207,SRX1426208,SRX1426209,SRX148793,SRX148794,SRX148795,SRX148796,SRX148806,SRX148807,SRX148808,SRX148809,SRX148810,SRX148811,SRX148812,SRX148813,SRX148814,SRX148815,SRX148816,SRX148817,SRX148818,SRX148819,SRX148820,SRX148821,SRX148822,SRX148823,SRX148840,SRX148841,SRX148842,SRX148843,SRX148844,SRX1553107,SRX1553108,SRX1553109,SRX1553110,SRX1563800,SRX1563801,SRX1563802,SRX1563803,SRX1563804,SRX1624492,SRX1624493,SRX1629388,SRX1629389,SRX1629390,SRX1629391,SRX1655661,SRX1655662,SRX1655663,SRX1655664,SRX1655665,SRX1655666,SRX1655667,SRX1655668,SRX1655669,SRX1655670,SRX1655671,SRX1655672,SRX1655673,SRX1690431,SRX1690432,SRX1690433,SRX1775422,SRX1775423,SRX178455,SRX178456,SRX178457,SRX178458,SRX178459,SRX178460,SRX178461,SRX178462,SRX178463,SRX178464,SRX178465,SRX178466,SRX178467,SRX178468,SRX186172,SRX186173,SRX1865246,SRX1989099,SRX1989100,SRX1989101,SRX1989102,SRX1989107,SRX1989108,SRX1989109,SRX1989129,SRX1989130,SRX1989131,SRX199985,SRX199986,SRX206369,SRX206370,SRX206371,SRX2136458,SRX2136459,SRX2136460,SRX2136461,SRX2136462,SRX2162535,SRX2162536,SRX2162537,SRX2162538,SRX2162539,SRX2162540,SRX2162541,SRX2162542,SRX2162543,SRX2162544,SRX2162545,SRX2162546,SRX2162547,SRX2162548,SRX2162549,SRX2162550,SRX2162551,SRX2162552,SRX2162553,SRX2162554,SRX2162555,SRX2162556,SRX2162557,SRX2162558,SRX2162559,SRX2162560,SRX2162561,SRX2162562,SRX2162563,SRX2162564,SRX2162565,SRX2162566,SRX2162567,SRX2162568,SRX2162569,SRX2188529,SRX2188530,SRX2188531,SRX2200545,SRX2200546,SRX2200547,SRX2200548,SRX2200549,SRX2200550,SRX2212166,SRX2212167,SRX2212168,SRX2212169,SRX2352289,SRX2352290,SRX2352291,SRX2352292,SRX2352293,SRX2352297,SRX2352298,SRX2352304,SRX2500327,SRX285625,SRX285626,SRX285627,SRX285628,SRX298228,SRX298229,SRX298230,SRX298231,SRX298232,SRX298233,SRX298234,SRX298235,SRX298236,SRX298237,SRX298238,SRX298239,SRX317889,SRX317890,SRX317891,SRX317892,SRX398228,SRX398229,SRX398230,SRX398231,SRX398233,SRX398240,SRX398246,SRX398247,SRX398268,SRX398269,SRX398270,SRX398271,SRX398272,SRX398273,SRX398274,SRX398275,SRX481623,SRX481624,SRX481625,SRX481626,SRX668836,SRX668837,SRX668838,SRX668839,SRX668840,SRX668841,SRX668842,SRX668843,SRX759796,SRX759797,SRX759798,SRX759799,SRX759800,SRX759801,SRX759802,SRX759803,SRX886479,SRX886480,SRX886481,SRX957816,SRX957817,SRX957818,SRX957819"
mm9,Blood,Promyelocytes,4,"SRX2013784,SRX2013785,SRX2013786,SRX2013787"
mm9,Blood,RAW 264.7,69,"SRX019778,SRX019779,SRX026512,SRX1471833,SRX1471834,SRX1471835,SRX1471836,SRX1517423,SRX1517424,SRX1517425,SRX1517426,SRX218749,SRX2242860,SRX2242862,SRX2403189,SRX2403190,SRX2403191,SRX2403192,SRX2403193,SRX2403194,SRX2403195,SRX2403196,SRX2403197,SRX2403198,SRX2403199,SRX2403200,SRX2403201,SRX2403202,SRX2403203,SRX2403204,SRX2403205,SRX2403206,SRX2403207,SRX2403208,SRX2403209,SRX2403210,SRX264581,SRX264582,SRX264583,SRX264590,SRX264591,SRX264592,SRX264593,SRX264594,SRX264595,SRX3031151,SRX3031152,SRX3031153,SRX3031154,SRX3031155,SRX3031156,SRX3031157,SRX352266,SRX434625,SRX434626,SRX796809,SRX796810,SRX796811,SRX796812,SRX796813,SRX796814,SRX849330,SRX849331,SRX849332,SRX849333,SRX951938,SRX951939,SRX951940,SRX951941"
mm9,Blood,RN2,7,"SRX1251478,SRX982493,SRX982494,SRX982495,SRX982496,SRX982497,SRX982498"
mm9,Blood,S194/5.XXO-1,15,"SRX1460315,SRX1460316,SRX1460317,SRX1460318,SRX1460319,SRX1460320,SRX1460321,SRX1460322,SRX1460323,SRX1460324,SRX1460325,SRX1460326,SRX1460327,SRX1460328,SRX1460329"
mm9,Blood,T-ALL,25,"ERX1270234,ERX1270235,ERX1270236,ERX1270237,ERX1270238,ERX1270239,SRX114984,SRX114985,SRX114986,SRX114987,SRX114988,SRX114989,SRX114990,SRX114991,SRX114992,SRX114993,SRX702804,SRX702805,SRX702806,SRX702807,SRX702808,SRX702809,SRX702810,SRX702811,SRX702812"
